# =========================================
# Dataset
# Developed by: Shahab Fatemi
# Date: 2024-04-20
# Features: 
#    - R (radial distance) in (m),
#    - Theta (polar angle) in (rad),
#    - Phi (gravitational potential) in (J/kg).
#
# The data is generated for educational purposes only.
#
# MIT License — Shahab Fatemi (2025); 
# For use in the Machine Learning in Physics course, Umeå University, Sweden 
# See the full license text in the parent folder.
# =========================================
R [meter],Theta [radian],Phi [J/kg]
1.206616E+08,3.4907E-01,-4.912211E+07
1.216864E+08,3.4907E-01,-4.686171E+07
1.227111E+08,3.4907E-01,-4.643191E+07
1.237358E+08,3.4907E-01,-4.644349E+07
1.247605E+08,3.4907E-01,-4.645645E+07
1.257853E+08,3.4907E-01,-4.684913E+07
1.268100E+08,3.4907E-01,-4.486745E+07
2.536200E+07,3.8080E-01,-2.315824E+08
2.638673E+07,3.8080E-01,-2.212449E+08
2.741145E+07,3.8080E-01,-2.119140E+08
2.843618E+07,3.8080E-01,-2.053097E+08
2.946091E+07,3.8080E-01,-1.989739E+08
3.048564E+07,3.8080E-01,-1.915565E+08
3.151036E+07,3.8080E-01,-1.838544E+08
3.253509E+07,3.8080E-01,-1.766993E+08
3.355982E+07,3.8080E-01,-1.770992E+08
3.458455E+07,3.8080E-01,-1.683814E+08
3.560927E+07,3.8080E-01,-1.629916E+08
3.663400E+07,3.8080E-01,-1.596188E+08
3.765873E+07,3.8080E-01,-1.542277E+08
3.868345E+07,3.8080E-01,-1.490997E+08
3.970818E+07,3.8080E-01,-1.455119E+08
4.073291E+07,3.8080E-01,-1.428226E+08
4.175764E+07,3.8080E-01,-1.372508E+08
4.278236E+07,3.8080E-01,-1.356712E+08
4.380709E+07,3.8080E-01,-1.318462E+08
4.483182E+07,3.8080E-01,-1.305082E+08
4.585655E+07,3.8080E-01,-1.275302E+08
4.688127E+07,3.8080E-01,-1.236185E+08
4.790600E+07,3.8080E-01,-1.196580E+08
4.893073E+07,3.8080E-01,-1.158582E+08
4.995545E+07,3.8080E-01,-1.156472E+08
5.098018E+07,3.8080E-01,-1.132273E+08
5.200491E+07,3.8080E-01,-1.097994E+08
5.302964E+07,3.8080E-01,-1.090775E+08
5.405436E+07,3.8080E-01,-1.059169E+08
5.507909E+07,3.8080E-01,-1.058126E+08
5.610382E+07,3.8080E-01,-1.030927E+08
5.712855E+07,3.8080E-01,-1.011452E+08
5.815327E+07,3.8080E-01,-9.972746E+07
5.917800E+07,3.8080E-01,-9.795824E+07
6.020273E+07,3.8080E-01,-9.512334E+07
6.122745E+07,3.8080E-01,-9.383166E+07
6.225218E+07,3.8080E-01,-9.210604E+07
6.327691E+07,3.8080E-01,-9.052769E+07
6.430164E+07,3.8080E-01,-8.997826E+07
6.532636E+07,3.8080E-01,-8.836138E+07
6.635109E+07,3.8080E-01,-8.715159E+07
6.737582E+07,3.8080E-01,-8.461336E+07
6.840055E+07,3.8080E-01,-8.427093E+07
6.942527E+07,3.8080E-01,-8.410219E+07
7.045000E+07,3.8080E-01,-8.106045E+07
7.147473E+07,3.8080E-01,-8.066277E+07
7.249945E+07,3.8080E-01,-7.991710E+07
7.352418E+07,3.8080E-01,-7.950916E+07
7.454891E+07,3.8080E-01,-7.786977E+07
7.557364E+07,3.8080E-01,-7.608552E+07
7.659836E+07,3.8080E-01,-7.619041E+07
7.762309E+07,3.8080E-01,-7.353969E+07
7.864782E+07,3.8080E-01,-7.416726E+07
7.967255E+07,3.8080E-01,-7.318344E+07
8.069727E+07,3.8080E-01,-7.147011E+07
8.172200E+07,3.8080E-01,-7.077216E+07
8.274673E+07,3.8080E-01,-6.924349E+07
8.377145E+07,3.8080E-01,-6.991447E+07
8.479618E+07,3.8080E-01,-6.916115E+07
8.582091E+07,3.8080E-01,-6.633730E+07
8.684564E+07,3.8080E-01,-6.565126E+07
8.787036E+07,3.8080E-01,-6.541699E+07
8.889509E+07,3.8080E-01,-6.450436E+07
8.991982E+07,3.8080E-01,-6.464314E+07
9.094455E+07,3.8080E-01,-6.420968E+07
9.196927E+07,3.8080E-01,-6.321645E+07
9.299400E+07,3.8080E-01,-6.380274E+07
9.401873E+07,3.8080E-01,-6.078921E+07
9.504345E+07,3.8080E-01,-6.085625E+07
9.606818E+07,3.8080E-01,-5.986616E+07
9.709291E+07,3.8080E-01,-5.991756E+07
9.811764E+07,3.8080E-01,-5.748100E+07
9.914236E+07,3.8080E-01,-6.060746E+07
1.001671E+08,3.8080E-01,-5.799743E+07
1.011918E+08,3.8080E-01,-5.670485E+07
1.022165E+08,3.8080E-01,-5.572398E+07
1.032413E+08,3.8080E-01,-5.506044E+07
1.042660E+08,3.8080E-01,-5.361583E+07
1.052907E+08,3.8080E-01,-5.455974E+07
1.063155E+08,3.8080E-01,-5.539313E+07
1.073402E+08,3.8080E-01,-5.291161E+07
1.083649E+08,3.8080E-01,-5.412315E+07
1.093896E+08,3.8080E-01,-5.186028E+07
1.104144E+08,3.8080E-01,-5.440282E+07
1.114391E+08,3.8080E-01,-5.308404E+07
1.124638E+08,3.8080E-01,-5.243922E+07
1.134885E+08,3.8080E-01,-5.143008E+07
1.145133E+08,3.8080E-01,-4.941597E+07
1.155380E+08,3.8080E-01,-5.229480E+07
1.165627E+08,3.8080E-01,-5.015491E+07
1.175875E+08,3.8080E-01,-4.960939E+07
1.186122E+08,3.8080E-01,-4.841754E+07
1.196369E+08,3.8080E-01,-4.751676E+07
1.206616E+08,3.8080E-01,-4.848745E+07
1.216864E+08,3.8080E-01,-4.916129E+07
1.227111E+08,3.8080E-01,-4.457140E+07
1.237358E+08,3.8080E-01,-4.722835E+07
1.247605E+08,3.8080E-01,-4.631254E+07
1.257853E+08,3.8080E-01,-4.647129E+07
1.268100E+08,3.8080E-01,-4.727067E+07
2.536200E+07,4.1253E-01,-2.317092E+08
2.638673E+07,4.1253E-01,-2.213897E+08
2.741145E+07,4.1253E-01,-2.134230E+08
2.843618E+07,4.1253E-01,-2.050293E+08
2.946091E+07,4.1253E-01,-1.969049E+08
3.048564E+07,4.1253E-01,-1.925976E+08
3.151036E+07,4.1253E-01,-1.853922E+08
3.253509E+07,4.1253E-01,-1.787997E+08
3.355982E+07,4.1253E-01,-1.718118E+08
3.458455E+07,4.1253E-01,-1.657602E+08
3.560927E+07,4.1253E-01,-1.633597E+08
3.663400E+07,4.1253E-01,-1.565826E+08
3.765873E+07,4.1253E-01,-1.538688E+08
3.868345E+07,4.1253E-01,-1.491311E+08
3.970818E+07,4.1253E-01,-1.455075E+08
4.073291E+07,4.1253E-01,-1.415289E+08
4.175764E+07,4.1253E-01,-1.387884E+08
4.278236E+07,4.1253E-01,-1.345906E+08
4.380709E+07,4.1253E-01,-1.322845E+08
4.483182E+07,4.1253E-01,-1.290435E+08
4.585655E+07,4.1253E-01,-1.270427E+08
4.688127E+07,4.1253E-01,-1.223261E+08
4.790600E+07,4.1253E-01,-1.214692E+08
4.893073E+07,4.1253E-01,-1.186911E+08
4.995545E+07,4.1253E-01,-1.177583E+08
5.098018E+07,4.1253E-01,-1.139886E+08
5.200491E+07,4.1253E-01,-1.121126E+08
5.302964E+07,4.1253E-01,-1.082980E+08
5.405436E+07,4.1253E-01,-1.079064E+08
5.507909E+07,4.1253E-01,-1.053905E+08
5.610382E+07,4.1253E-01,-1.031558E+08
5.712855E+07,4.1253E-01,-1.004690E+08
5.815327E+07,4.1253E-01,-9.962393E+07
5.917800E+07,4.1253E-01,-9.898258E+07
6.020273E+07,4.1253E-01,-9.425260E+07
6.122745E+07,4.1253E-01,-9.498453E+07
6.225218E+07,4.1253E-01,-9.370992E+07
6.327691E+07,4.1253E-01,-9.229122E+07
6.430164E+07,4.1253E-01,-8.957731E+07
6.532636E+07,4.1253E-01,-8.782516E+07
6.635109E+07,4.1253E-01,-8.747425E+07
6.737582E+07,4.1253E-01,-8.534530E+07
6.840055E+07,4.1253E-01,-8.640438E+07
6.942527E+07,4.1253E-01,-8.399757E+07
7.045000E+07,4.1253E-01,-8.391524E+07
7.147473E+07,4.1253E-01,-8.144271E+07
7.249945E+07,4.1253E-01,-7.962892E+07
7.352418E+07,4.1253E-01,-7.810979E+07
7.454891E+07,4.1253E-01,-7.903573E+07
7.557364E+07,4.1253E-01,-7.732708E+07
7.659836E+07,4.1253E-01,-7.497289E+07
7.762309E+07,4.1253E-01,-7.461074E+07
7.864782E+07,4.1253E-01,-7.291006E+07
7.967255E+07,4.1253E-01,-7.235958E+07
8.069727E+07,4.1253E-01,-7.192923E+07
8.172200E+07,4.1253E-01,-7.250325E+07
8.274673E+07,4.1253E-01,-6.901124E+07
8.377145E+07,4.1253E-01,-6.751948E+07
8.479618E+07,4.1253E-01,-6.635764E+07
8.582091E+07,4.1253E-01,-6.638432E+07
8.684564E+07,4.1253E-01,-6.694315E+07
8.787036E+07,4.1253E-01,-6.568895E+07
8.889509E+07,4.1253E-01,-6.566201E+07
8.991982E+07,4.1253E-01,-6.570479E+07
9.094455E+07,4.1253E-01,-6.460456E+07
9.196927E+07,4.1253E-01,-6.232441E+07
9.299400E+07,4.1253E-01,-6.311727E+07
9.401873E+07,4.1253E-01,-6.219522E+07
9.504345E+07,4.1253E-01,-6.001684E+07
9.606818E+07,4.1253E-01,-5.859865E+07
9.709291E+07,4.1253E-01,-5.810921E+07
9.811764E+07,4.1253E-01,-5.821800E+07
9.914236E+07,4.1253E-01,-5.872171E+07
1.001671E+08,4.1253E-01,-5.647551E+07
1.011918E+08,4.1253E-01,-5.748197E+07
1.022165E+08,4.1253E-01,-5.685329E+07
1.032413E+08,4.1253E-01,-5.442684E+07
1.042660E+08,4.1253E-01,-5.540490E+07
1.052907E+08,4.1253E-01,-5.312535E+07
1.063155E+08,4.1253E-01,-5.471933E+07
1.073402E+08,4.1253E-01,-5.298971E+07
1.083649E+08,4.1253E-01,-5.235587E+07
1.093896E+08,4.1253E-01,-5.270040E+07
1.104144E+08,4.1253E-01,-5.330278E+07
1.114391E+08,4.1253E-01,-5.123749E+07
1.124638E+08,4.1253E-01,-4.915200E+07
1.134885E+08,4.1253E-01,-5.091592E+07
1.145133E+08,4.1253E-01,-5.102351E+07
1.155380E+08,4.1253E-01,-5.176942E+07
1.165627E+08,4.1253E-01,-5.089398E+07
1.175875E+08,4.1253E-01,-5.081202E+07
1.186122E+08,4.1253E-01,-4.858922E+07
1.196369E+08,4.1253E-01,-4.879929E+07
1.206616E+08,4.1253E-01,-4.781855E+07
1.216864E+08,4.1253E-01,-4.647489E+07
1.227111E+08,4.1253E-01,-4.770722E+07
1.237358E+08,4.1253E-01,-4.708906E+07
1.247605E+08,4.1253E-01,-4.567085E+07
1.257853E+08,4.1253E-01,-4.539853E+07
1.268100E+08,4.1253E-01,-4.495053E+07
2.536200E+07,4.4427E-01,-2.297729E+08
2.638673E+07,4.4427E-01,-2.195005E+08
2.741145E+07,4.4427E-01,-2.125396E+08
2.843618E+07,4.4427E-01,-2.063731E+08
2.946091E+07,4.4427E-01,-1.958045E+08
3.048564E+07,4.4427E-01,-1.904125E+08
3.151036E+07,4.4427E-01,-1.853245E+08
3.253509E+07,4.4427E-01,-1.769459E+08
3.355982E+07,4.4427E-01,-1.750699E+08
3.458455E+07,4.4427E-01,-1.674546E+08
3.560927E+07,4.4427E-01,-1.617246E+08
3.663400E+07,4.4427E-01,-1.569924E+08
3.765873E+07,4.4427E-01,-1.545279E+08
3.868345E+07,4.4427E-01,-1.502231E+08
3.970818E+07,4.4427E-01,-1.450700E+08
4.073291E+07,4.4427E-01,-1.423509E+08
4.175764E+07,4.4427E-01,-1.386424E+08
4.278236E+07,4.4427E-01,-1.353653E+08
4.380709E+07,4.4427E-01,-1.326171E+08
4.483182E+07,4.4427E-01,-1.284733E+08
4.585655E+07,4.4427E-01,-1.273426E+08
4.688127E+07,4.4427E-01,-1.226746E+08
4.790600E+07,4.4427E-01,-1.210330E+08
4.893073E+07,4.4427E-01,-1.186166E+08
4.995545E+07,4.4427E-01,-1.157363E+08
5.098018E+07,4.4427E-01,-1.134492E+08
5.200491E+07,4.4427E-01,-1.105567E+08
5.302964E+07,4.4427E-01,-1.070225E+08
5.405436E+07,4.4427E-01,-1.063328E+08
5.507909E+07,4.4427E-01,-1.050814E+08
5.610382E+07,4.4427E-01,-1.039698E+08
5.712855E+07,4.4427E-01,-1.013381E+08
5.815327E+07,4.4427E-01,-1.008814E+08
5.917800E+07,4.4427E-01,-9.696990E+07
6.020273E+07,4.4427E-01,-9.418126E+07
6.122745E+07,4.4427E-01,-9.643286E+07
6.225218E+07,4.4427E-01,-9.386446E+07
6.327691E+07,4.4427E-01,-9.066469E+07
6.430164E+07,4.4427E-01,-9.041906E+07
6.532636E+07,4.4427E-01,-8.698422E+07
6.635109E+07,4.4427E-01,-8.586258E+07
6.737582E+07,4.4427E-01,-8.494554E+07
6.840055E+07,4.4427E-01,-8.473929E+07
6.942527E+07,4.4427E-01,-8.356688E+07
7.045000E+07,4.4427E-01,-8.307559E+07
7.147473E+07,4.4427E-01,-8.183333E+07
7.249945E+07,4.4427E-01,-7.925527E+07
7.352418E+07,4.4427E-01,-7.945988E+07
7.454891E+07,4.4427E-01,-7.732544E+07
7.557364E+07,4.4427E-01,-7.718026E+07
7.659836E+07,4.4427E-01,-7.632988E+07
7.762309E+07,4.4427E-01,-7.743374E+07
7.864782E+07,4.4427E-01,-7.332126E+07
7.967255E+07,4.4427E-01,-7.374403E+07
8.069727E+07,4.4427E-01,-7.153198E+07
8.172200E+07,4.4427E-01,-7.055657E+07
8.274673E+07,4.4427E-01,-7.007276E+07
8.377145E+07,4.4427E-01,-6.917711E+07
8.479618E+07,4.4427E-01,-6.761392E+07
8.582091E+07,4.4427E-01,-6.737878E+07
8.684564E+07,4.4427E-01,-6.639824E+07
8.787036E+07,4.4427E-01,-6.497881E+07
8.889509E+07,4.4427E-01,-6.490535E+07
8.991982E+07,4.4427E-01,-6.547497E+07
9.094455E+07,4.4427E-01,-6.429882E+07
9.196927E+07,4.4427E-01,-6.252646E+07
9.299400E+07,4.4427E-01,-6.278394E+07
9.401873E+07,4.4427E-01,-6.191629E+07
9.504345E+07,4.4427E-01,-5.975642E+07
9.606818E+07,4.4427E-01,-6.153164E+07
9.709291E+07,4.4427E-01,-5.881668E+07
9.811764E+07,4.4427E-01,-5.810420E+07
9.914236E+07,4.4427E-01,-5.797761E+07
1.001671E+08,4.4427E-01,-5.988609E+07
1.011918E+08,4.4427E-01,-5.773843E+07
1.022165E+08,4.4427E-01,-5.850417E+07
1.032413E+08,4.4427E-01,-5.750060E+07
1.042660E+08,4.4427E-01,-5.367791E+07
1.052907E+08,4.4427E-01,-5.384972E+07
1.063155E+08,4.4427E-01,-5.462419E+07
1.073402E+08,4.4427E-01,-5.444932E+07
1.083649E+08,4.4427E-01,-5.365651E+07
1.093896E+08,4.4427E-01,-5.405132E+07
1.104144E+08,4.4427E-01,-5.250407E+07
1.114391E+08,4.4427E-01,-5.216475E+07
1.124638E+08,4.4427E-01,-5.316551E+07
1.134885E+08,4.4427E-01,-5.244483E+07
1.145133E+08,4.4427E-01,-5.034588E+07
1.155380E+08,4.4427E-01,-5.133828E+07
1.165627E+08,4.4427E-01,-4.997753E+07
1.175875E+08,4.4427E-01,-4.845563E+07
1.186122E+08,4.4427E-01,-4.942860E+07
1.196369E+08,4.4427E-01,-4.717905E+07
1.206616E+08,4.4427E-01,-4.910016E+07
1.216864E+08,4.4427E-01,-4.921941E+07
1.227111E+08,4.4427E-01,-4.735541E+07
1.237358E+08,4.4427E-01,-4.763552E+07
1.247605E+08,4.4427E-01,-4.800781E+07
1.257853E+08,4.4427E-01,-4.508492E+07
1.268100E+08,4.4427E-01,-4.556700E+07
2.536200E+07,4.7600E-01,-2.309330E+08
2.638673E+07,4.7600E-01,-2.216024E+08
2.741145E+07,4.7600E-01,-2.124088E+08
2.843618E+07,4.7600E-01,-2.040868E+08
2.946091E+07,4.7600E-01,-1.974739E+08
3.048564E+07,4.7600E-01,-1.904834E+08
3.151036E+07,4.7600E-01,-1.840735E+08
3.253509E+07,4.7600E-01,-1.792294E+08
3.355982E+07,4.7600E-01,-1.728018E+08
3.458455E+07,4.7600E-01,-1.672370E+08
3.560927E+07,4.7600E-01,-1.616151E+08
3.663400E+07,4.7600E-01,-1.591096E+08
3.765873E+07,4.7600E-01,-1.540792E+08
3.868345E+07,4.7600E-01,-1.518227E+08
3.970818E+07,4.7600E-01,-1.450693E+08
4.073291E+07,4.7600E-01,-1.413114E+08
4.175764E+07,4.7600E-01,-1.373757E+08
4.278236E+07,4.7600E-01,-1.358122E+08
4.380709E+07,4.7600E-01,-1.318973E+08
4.483182E+07,4.7600E-01,-1.300512E+08
4.585655E+07,4.7600E-01,-1.257304E+08
4.688127E+07,4.7600E-01,-1.229457E+08
4.790600E+07,4.7600E-01,-1.208356E+08
4.893073E+07,4.7600E-01,-1.191331E+08
4.995545E+07,4.7600E-01,-1.169993E+08
5.098018E+07,4.7600E-01,-1.121427E+08
5.200491E+07,4.7600E-01,-1.111144E+08
5.302964E+07,4.7600E-01,-1.091493E+08
5.405436E+07,4.7600E-01,-1.056536E+08
5.507909E+07,4.7600E-01,-1.054472E+08
5.610382E+07,4.7600E-01,-1.024668E+08
5.712855E+07,4.7600E-01,-1.019211E+08
5.815327E+07,4.7600E-01,-9.940574E+07
5.917800E+07,4.7600E-01,-9.749674E+07
6.020273E+07,4.7600E-01,-9.603564E+07
6.122745E+07,4.7600E-01,-9.470750E+07
6.225218E+07,4.7600E-01,-9.357475E+07
6.327691E+07,4.7600E-01,-9.375290E+07
6.430164E+07,4.7600E-01,-9.034980E+07
6.532636E+07,4.7600E-01,-9.083903E+07
6.635109E+07,4.7600E-01,-8.781799E+07
6.737582E+07,4.7600E-01,-8.669774E+07
6.840055E+07,4.7600E-01,-8.537673E+07
6.942527E+07,4.7600E-01,-8.315990E+07
7.045000E+07,4.7600E-01,-8.292639E+07
7.147473E+07,4.7600E-01,-8.123331E+07
7.249945E+07,4.7600E-01,-7.942276E+07
7.352418E+07,4.7600E-01,-7.733046E+07
7.454891E+07,4.7600E-01,-7.879653E+07
7.557364E+07,4.7600E-01,-7.657647E+07
7.659836E+07,4.7600E-01,-7.665828E+07
7.762309E+07,4.7600E-01,-7.513412E+07
7.864782E+07,4.7600E-01,-7.350110E+07
7.967255E+07,4.7600E-01,-7.370986E+07
8.069727E+07,4.7600E-01,-7.130651E+07
8.172200E+07,4.7600E-01,-6.986600E+07
8.274673E+07,4.7600E-01,-6.863929E+07
8.377145E+07,4.7600E-01,-6.857535E+07
8.479618E+07,4.7600E-01,-6.844301E+07
8.582091E+07,4.7600E-01,-6.751382E+07
8.684564E+07,4.7600E-01,-6.799592E+07
8.787036E+07,4.7600E-01,-6.610252E+07
8.889509E+07,4.7600E-01,-6.611068E+07
8.991982E+07,4.7600E-01,-6.388864E+07
9.094455E+07,4.7600E-01,-6.219469E+07
9.196927E+07,4.7600E-01,-6.343714E+07
9.299400E+07,4.7600E-01,-6.099838E+07
9.401873E+07,4.7600E-01,-6.042529E+07
9.504345E+07,4.7600E-01,-5.842305E+07
9.606818E+07,4.7600E-01,-5.738847E+07
9.709291E+07,4.7600E-01,-5.993042E+07
9.811764E+07,4.7600E-01,-5.907619E+07
9.914236E+07,4.7600E-01,-5.807841E+07
1.001671E+08,4.7600E-01,-5.951560E+07
1.011918E+08,4.7600E-01,-5.638229E+07
1.022165E+08,4.7600E-01,-5.608768E+07
1.032413E+08,4.7600E-01,-5.576147E+07
1.042660E+08,4.7600E-01,-5.663970E+07
1.052907E+08,4.7600E-01,-5.711491E+07
1.063155E+08,4.7600E-01,-5.384697E+07
1.073402E+08,4.7600E-01,-5.298356E+07
1.083649E+08,4.7600E-01,-5.517387E+07
1.093896E+08,4.7600E-01,-5.385598E+07
1.104144E+08,4.7600E-01,-5.318837E+07
1.114391E+08,4.7600E-01,-5.227706E+07
1.124638E+08,4.7600E-01,-5.145557E+07
1.134885E+08,4.7600E-01,-5.102561E+07
1.145133E+08,4.7600E-01,-5.128634E+07
1.155380E+08,4.7600E-01,-4.932708E+07
1.165627E+08,4.7600E-01,-5.016193E+07
1.175875E+08,4.7600E-01,-4.868313E+07
1.186122E+08,4.7600E-01,-4.955777E+07
1.196369E+08,4.7600E-01,-4.786852E+07
1.206616E+08,4.7600E-01,-4.749894E+07
1.216864E+08,4.7600E-01,-4.793748E+07
1.227111E+08,4.7600E-01,-4.743449E+07
1.237358E+08,4.7600E-01,-4.699683E+07
1.247605E+08,4.7600E-01,-4.475033E+07
1.257853E+08,4.7600E-01,-4.523217E+07
1.268100E+08,4.7600E-01,-4.701319E+07
2.536200E+07,5.0773E-01,-2.296035E+08
2.638673E+07,5.0773E-01,-2.199662E+08
2.741145E+07,5.0773E-01,-2.122964E+08
2.843618E+07,5.0773E-01,-2.030705E+08
2.946091E+07,5.0773E-01,-1.962332E+08
3.048564E+07,5.0773E-01,-1.890475E+08
3.151036E+07,5.0773E-01,-1.841877E+08
3.253509E+07,5.0773E-01,-1.782325E+08
3.355982E+07,5.0773E-01,-1.719757E+08
3.458455E+07,5.0773E-01,-1.673240E+08
3.560927E+07,5.0773E-01,-1.620849E+08
3.663400E+07,5.0773E-01,-1.574351E+08
3.765873E+07,5.0773E-01,-1.541873E+08
3.868345E+07,5.0773E-01,-1.487416E+08
3.970818E+07,5.0773E-01,-1.452992E+08
4.073291E+07,5.0773E-01,-1.412385E+08
4.175764E+07,5.0773E-01,-1.382331E+08
4.278236E+07,5.0773E-01,-1.381180E+08
4.380709E+07,5.0773E-01,-1.304186E+08
4.483182E+07,5.0773E-01,-1.293645E+08
4.585655E+07,5.0773E-01,-1.263049E+08
4.688127E+07,5.0773E-01,-1.248351E+08
4.790600E+07,5.0773E-01,-1.199967E+08
4.893073E+07,5.0773E-01,-1.196145E+08
4.995545E+07,5.0773E-01,-1.169067E+08
5.098018E+07,5.0773E-01,-1.134297E+08
5.200491E+07,5.0773E-01,-1.091093E+08
5.302964E+07,5.0773E-01,-1.076515E+08
5.405436E+07,5.0773E-01,-1.067954E+08
5.507909E+07,5.0773E-01,-1.056866E+08
5.610382E+07,5.0773E-01,-1.016800E+08
5.712855E+07,5.0773E-01,-1.015050E+08
5.815327E+07,5.0773E-01,-1.007117E+08
5.917800E+07,5.0773E-01,-9.794039E+07
6.020273E+07,5.0773E-01,-9.636472E+07
6.122745E+07,5.0773E-01,-9.553814E+07
6.225218E+07,5.0773E-01,-9.424652E+07
6.327691E+07,5.0773E-01,-8.933420E+07
6.430164E+07,5.0773E-01,-8.942259E+07
6.532636E+07,5.0773E-01,-8.853368E+07
6.635109E+07,5.0773E-01,-8.767687E+07
6.737582E+07,5.0773E-01,-8.616879E+07
6.840055E+07,5.0773E-01,-8.557032E+07
6.942527E+07,5.0773E-01,-8.315277E+07
7.045000E+07,5.0773E-01,-8.054774E+07
7.147473E+07,5.0773E-01,-8.268475E+07
7.249945E+07,5.0773E-01,-7.926630E+07
7.352418E+07,5.0773E-01,-7.845547E+07
7.454891E+07,5.0773E-01,-7.850805E+07
7.557364E+07,5.0773E-01,-7.636787E+07
7.659836E+07,5.0773E-01,-7.511205E+07
7.762309E+07,5.0773E-01,-7.453035E+07
7.864782E+07,5.0773E-01,-7.116660E+07
7.967255E+07,5.0773E-01,-7.199852E+07
8.069727E+07,5.0773E-01,-7.057566E+07
8.172200E+07,5.0773E-01,-6.932536E+07
8.274673E+07,5.0773E-01,-7.040840E+07
8.377145E+07,5.0773E-01,-6.926063E+07
8.479618E+07,5.0773E-01,-6.784425E+07
8.582091E+07,5.0773E-01,-6.760569E+07
8.684564E+07,5.0773E-01,-6.673462E+07
8.787036E+07,5.0773E-01,-6.693380E+07
8.889509E+07,5.0773E-01,-6.399785E+07
8.991982E+07,5.0773E-01,-6.501790E+07
9.094455E+07,5.0773E-01,-6.380116E+07
9.196927E+07,5.0773E-01,-6.349488E+07
9.299400E+07,5.0773E-01,-6.246439E+07
9.401873E+07,5.0773E-01,-6.126880E+07
9.504345E+07,5.0773E-01,-6.138854E+07
9.606818E+07,5.0773E-01,-5.953327E+07
9.709291E+07,5.0773E-01,-5.993470E+07
9.811764E+07,5.0773E-01,-5.880278E+07
9.914236E+07,5.0773E-01,-5.854231E+07
1.001671E+08,5.0773E-01,-5.816148E+07
1.011918E+08,5.0773E-01,-5.748578E+07
1.022165E+08,5.0773E-01,-5.689571E+07
1.032413E+08,5.0773E-01,-5.683051E+07
1.042660E+08,5.0773E-01,-5.614126E+07
1.052907E+08,5.0773E-01,-5.439845E+07
1.063155E+08,5.0773E-01,-5.504317E+07
1.073402E+08,5.0773E-01,-5.499923E+07
1.083649E+08,5.0773E-01,-5.448830E+07
1.093896E+08,5.0773E-01,-5.192018E+07
1.104144E+08,5.0773E-01,-5.305852E+07
1.114391E+08,5.0773E-01,-5.196351E+07
1.124638E+08,5.0773E-01,-5.201486E+07
1.134885E+08,5.0773E-01,-5.134467E+07
1.145133E+08,5.0773E-01,-5.232753E+07
1.155380E+08,5.0773E-01,-5.032367E+07
1.165627E+08,5.0773E-01,-4.952473E+07
1.175875E+08,5.0773E-01,-4.902814E+07
1.186122E+08,5.0773E-01,-4.861274E+07
1.196369E+08,5.0773E-01,-4.619705E+07
1.206616E+08,5.0773E-01,-4.679079E+07
1.216864E+08,5.0773E-01,-4.743161E+07
1.227111E+08,5.0773E-01,-4.680377E+07
1.237358E+08,5.0773E-01,-4.545716E+07
1.247605E+08,5.0773E-01,-4.484904E+07
1.257853E+08,5.0773E-01,-4.724814E+07
1.268100E+08,5.0773E-01,-4.358114E+07
2.536200E+07,5.3947E-01,-2.297077E+08
2.638673E+07,5.3947E-01,-2.190710E+08
2.741145E+07,5.3947E-01,-2.119695E+08
2.843618E+07,5.3947E-01,-2.035933E+08
2.946091E+07,5.3947E-01,-1.967380E+08
3.048564E+07,5.3947E-01,-1.889737E+08
3.151036E+07,5.3947E-01,-1.838350E+08
3.253509E+07,5.3947E-01,-1.775279E+08
3.355982E+07,5.3947E-01,-1.728888E+08
3.458455E+07,5.3947E-01,-1.678865E+08
3.560927E+07,5.3947E-01,-1.628565E+08
3.663400E+07,5.3947E-01,-1.573969E+08
3.765873E+07,5.3947E-01,-1.523575E+08
3.868345E+07,5.3947E-01,-1.498543E+08
3.970818E+07,5.3947E-01,-1.448668E+08
4.073291E+07,5.3947E-01,-1.407778E+08
4.175764E+07,5.3947E-01,-1.386517E+08
4.278236E+07,5.3947E-01,-1.359409E+08
4.380709E+07,5.3947E-01,-1.328421E+08
4.483182E+07,5.3947E-01,-1.280303E+08
4.585655E+07,5.3947E-01,-1.268297E+08
4.688127E+07,5.3947E-01,-1.233007E+08
4.790600E+07,5.3947E-01,-1.226933E+08
4.893073E+07,5.3947E-01,-1.173653E+08
4.995545E+07,5.3947E-01,-1.171110E+08
5.098018E+07,5.3947E-01,-1.138599E+08
5.200491E+07,5.3947E-01,-1.124566E+08
5.302964E+07,5.3947E-01,-1.100810E+08
5.405436E+07,5.3947E-01,-1.076323E+08
5.507909E+07,5.3947E-01,-1.068442E+08
5.610382E+07,5.3947E-01,-1.041466E+08
5.712855E+07,5.3947E-01,-1.012087E+08
5.815327E+07,5.3947E-01,-9.898869E+07
5.917800E+07,5.3947E-01,-9.910691E+07
6.020273E+07,5.3947E-01,-9.585398E+07
6.122745E+07,5.3947E-01,-9.416562E+07
6.225218E+07,5.3947E-01,-9.423902E+07
6.327691E+07,5.3947E-01,-9.024374E+07
6.430164E+07,5.3947E-01,-9.121882E+07
6.532636E+07,5.3947E-01,-8.855529E+07
6.635109E+07,5.3947E-01,-8.751024E+07
6.737582E+07,5.3947E-01,-8.623523E+07
6.840055E+07,5.3947E-01,-8.449436E+07
6.942527E+07,5.3947E-01,-8.229833E+07
